forest_name,species,present
Inyo National Forest,speyeria_cybele,TRUE
Kaibab National Forest,speyeria_cybele,TRUE
Klamath National Forest,speyeria_cybele,TRUE
Kootenai National Forest,speyeria_cybele,TRUE
Lake Tahoe Basin Management Unit,speyeria_cybele,TRUE
Lassen National Forest,speyeria_cybele,TRUE
Lincoln National Forest,speyeria_cybele,TRUE
Lolo National Forest,speyeria_cybele,TRUE
Los Padres National Forest,speyeria_cybele,TRUE
Malheur National Forest,speyeria_cybele,TRUE
Manti-La Sal National Forest,speyeria_cybele,TRUE
Medicine Bow-Routt National Forest,speyeria_cybele,TRUE
Mendocino National Forest,speyeria_cybele,TRUE
Modoc National Forest,speyeria_cybele,TRUE
Mt. Baker-Snoqualmie National Forest,speyeria_cybele,TRUE
Mt. Hood National Forest,speyeria_cybele,TRUE
Nebraska National Forest,speyeria_cybele,TRUE
Nez Perce-Clearwater National Forest,speyeria_cybele,TRUE
Ochoco National Forest,speyeria_cybele,TRUE
Okanogan-Wenatchee National Forest,speyeria_cybele,TRUE
Olympic National Forest,speyeria_cybele,TRUE
Payette National Forest,speyeria_cybele,TRUE
Pike and San Isabel National Forests,speyeria_cybele,TRUE
Plumas National Forest,speyeria_cybele,TRUE
Prescott National Forest,speyeria_cybele,TRUE
Rio Grande National Forest,speyeria_cybele,TRUE
Rogue River-Siskiyou National Forests,speyeria_cybele,TRUE
Salmon-Challis National Forest,speyeria_cybele,TRUE
San Bernardino National Forest,speyeria_cybele,TRUE
San Juan National Forest,speyeria_cybele,TRUE
Santa Fe National Forest,speyeria_cybele,TRUE
Sawtooth National Forest,speyeria_cybele,TRUE
Sequoia National Forest,speyeria_cybele,TRUE
Shasta-Trinity National Forest,speyeria_cybele,TRUE
Shoshone National Forest,speyeria_cybele,TRUE
Sierra National Forest,speyeria_cybele,TRUE
Siuslaw National Forest,speyeria_cybele,TRUE
Six Rivers National Forest,speyeria_cybele,TRUE
Stanislaus National Forest,speyeria_cybele,TRUE
Tahoe National Forest,speyeria_cybele,TRUE
Tonto National Forest,speyeria_cybele,TRUE
Uinta-Wasatch-Cache National Forest,speyeria_cybele,TRUE
Umatilla National Forest,speyeria_cybele,TRUE
Umpqua National Forest,speyeria_cybele,TRUE
Wallowa-Whitman National Forest,speyeria_cybele,TRUE
White River National Forest,speyeria_cybele,TRUE
Willamette National Forest,speyeria_cybele,TRUE
Angeles National Forest,vanessa_cardui,TRUE
Apache-Sitgreaves National Forests,vanessa_cardui,TRUE
Arapaho and Roosevelt National Forests,vanessa_cardui,TRUE
Ashley National Forest,vanessa_cardui,TRUE
Beaverhead-Deerlodge National Forest,vanessa_cardui,TRUE
Bighorn National Forest,vanessa_cardui,TRUE
Bitterroot National Forest,vanessa_cardui,TRUE
Black Hills National Forest,vanessa_cardui,TRUE
Boise National Forest,vanessa_cardui,TRUE
Bridger-Teton National Forest,vanessa_cardui,TRUE
Caribou-Targhee National Forest,vanessa_cardui,TRUE
Carson National Forest,vanessa_cardui,TRUE
Cibola National Forest,vanessa_cardui,TRUE
Cleveland National Forest,vanessa_cardui,TRUE
Coconino National Forest,vanessa_cardui,TRUE
Columbia River Gorge National Scenic Area,vanessa_cardui,TRUE
Colville National Forest,vanessa_cardui,TRUE
Coronado National Forest,vanessa_cardui,TRUE
Custer Gallatin National Forest,vanessa_cardui,TRUE
Dakota Prairie Grasslands,vanessa_cardui,FALSE
Deschutes National Forest,vanessa_cardui,TRUE
Dixie National Forest,vanessa_cardui,TRUE
Eldorado National Forest,vanessa_cardui,TRUE
Fishlake National Forest,vanessa_cardui,TRUE
Flathead National Forest,vanessa_cardui,TRUE
Fremont-Winema National Forest,vanessa_cardui,TRUE
Gifford Pinchot National Forest,vanessa_cardui,TRUE
Gila National Forest,vanessa_cardui,TRUE
"Grand Mesa, Uncompahgre and Gunnison National Forests",vanessa_cardui,TRUE
Helena-Lewis and Clark National Forest,vanessa_cardui,TRUE
Humboldt-Toiyabe National Forest,vanessa_cardui,TRUE
Idaho Panhandle National Forests,vanessa_cardui,TRUE
Inyo National Forest,vanessa_cardui,TRUE
Kaibab National Forest,vanessa_cardui,TRUE
Klamath National Forest,vanessa_cardui,TRUE
Kootenai National Forest,vanessa_cardui,TRUE
Lake Tahoe Basin Management Unit,vanessa_cardui,TRUE
Lassen National Forest,vanessa_cardui,TRUE
Lincoln National Forest,vanessa_cardui,TRUE
Lolo National Forest,vanessa_cardui,TRUE
Los Padres National Forest,vanessa_cardui,TRUE
Malheur National Forest,vanessa_cardui,TRUE
Manti-La Sal National Forest,vanessa_cardui,TRUE
Medicine Bow-Routt National Forest,vanessa_cardui,TRUE
Mendocino National Forest,vanessa_cardui,TRUE
Modoc National Forest,vanessa_cardui,TRUE
Mt. Baker-Snoqualmie National Forest,vanessa_cardui,TRUE
Mt. Hood National Forest,vanessa_cardui,TRUE
Nebraska National Forest,vanessa_cardui,TRUE
Nez Perce-Clearwater National Forest,vanessa_cardui,TRUE
Ochoco National Forest,vanessa_cardui,TRUE
Okanogan-Wenatchee National Forest,vanessa_cardui,TRUE
Olympic National Forest,vanessa_cardui,TRUE
Payette National Forest,vanessa_cardui,TRUE
Pike and San Isabel National Forests,vanessa_cardui,TRUE
Plumas National Forest,vanessa_cardui,TRUE
Prescott National Forest,vanessa_cardui,TRUE
Rio Grande National Forest,vanessa_cardui,TRUE
Rogue River-Siskiyou National Forests,vanessa_cardui,TRUE
Salmon-Challis National Forest,vanessa_cardui,TRUE
San Bernardino National Forest,vanessa_cardui,TRUE
San Juan National Forest,vanessa_cardui,TRUE
Santa Fe National Forest,vanessa_cardui,TRUE
Sawtooth National Forest,vanessa_cardui,TRUE
Sequoia National Forest,vanessa_cardui,TRUE
Shasta-Trinity National Forest,vanessa_cardui,TRUE
Shoshone National Forest,vanessa_cardui,TRUE
Sierra National Forest,vanessa_cardui,TRUE
Siuslaw National Forest,vanessa_cardui,TRUE
Six Rivers National Forest,vanessa_cardui,TRUE
Stanislaus National Forest,vanessa_cardui,TRUE
Tahoe National Forest,vanessa_cardui,TRUE
Tonto National Forest,vanessa_cardui,TRUE
Uinta-Wasatch-Cache National Forest,vanessa_cardui,TRUE
Umatilla National Forest,vanessa_cardui,TRUE
Umpqua National Forest,vanessa_cardui,TRUE
Wallowa-Whitman National Forest,vanessa_cardui,TRUE
White River National Forest,vanessa_cardui,TRUE
Willamette National Forest,vanessa_cardui,TRUE
